timestamp,OSCaddress,typetag
0,/pendulum/57809818051108/quat/,ffff,0.6003142,0.31495222,-0.681241,0.27629456
0,/pendulum/57809818051108/accel/,fff,1.0019531,-0.0073242188,-0.12841797
0,/pendulum/57809818051108/gyro/,fff,3.4756098,0.4878049,1.9512196
9,/pendulum/57809818051108/quat/,ffff,0.60030687,0.31494242,-0.6812471,0.2763065
9,/pendulum/57809818051108/accel/,fff,0.99316406,-0.0014648438,-0.12207031
9,/pendulum/57809818051108/gyro/,fff,3.4756098,0.6097561,2.012195
17,/pendulum/57809818051108/quat/,ffff,0.60031164,0.3149325,-0.68124425,0.2763145
18,/pendulum/57809818051108/accel/,fff,0.9902344,-4.8828125E-4,-0.118652344
18,/pendulum/57809818051108/gyro/,fff,3.4146342,0.6707317,2.0731707
22,/pendulum/57809818051108/quat/,ffff,0.60032153,0.31492734,-0.6812351,0.27632162
22,/pendulum/57809818051108/accel/,fff,1.0073242,-0.0024414062,-0.12451172
22,/pendulum/57809818051108/gyro/,fff,3.4756098,0.6707317,1.9512196
30,/pendulum/57809818051108/quat/,ffff,0.6003226,0.31492513,-0.6812334,0.27632582
30,/pendulum/57809818051108/accel/,fff,0.9951172,-0.0048828125,-0.123046875
30,/pendulum/57809818051108/gyro/,fff,3.4756098,0.5487805,1.8902439
43,/pendulum/57809818051108/quat/,ffff,0.60032487,0.3149204,-0.68122923,0.27633655
43,/pendulum/57809818051108/accel/,fff,1.0009766,-0.00390625,-0.11279297
43,/pendulum/57809818051108/gyro/,fff,3.5365853,0.6707317,1.8902439
47,/pendulum/57809818051108/quat/,ffff,0.60034186,0.31491104,-0.6812122,0.2763525
47,/pendulum/57809818051108/accel/,fff,0.9975586,0.001953125,-0.13232422
48,/pendulum/57809818051108/gyro/,fff,3.5365853,0.6707317,1.8902439
56,/pendulum/57809818051108/quat/,ffff,0.60033697,0.31491444,-0.68121463,0.2763531
56,/pendulum/57809818051108/accel/,fff,0.99316406,-0.0014648438,-0.12695312
56,/pendulum/57809818051108/gyro/,fff,3.5365853,0.73170733,2.012195
67,/pendulum/57809818051108/quat/,ffff,0.60033697,0.31491327,-0.68121266,0.27635935
67,/pendulum/57809818051108/accel/,fff,1.0102539,-0.0034179688,-0.122558594
67,/pendulum/57809818051108/gyro/,fff,3.5365853,0.73170733,1.9512196
70,/pendulum/57809818051108/quat/,ffff,0.60034335,0.31490216,-0.6812082,0.27636912
71,/pendulum/57809818051108/accel/,fff,1.0,-4.8828125E-4,-0.12695312
71,/pendulum/57809818051108/gyro/,fff,3.4146342,0.6707317,2.012195
80,/pendulum/57809818051108/quat/,ffff,0.60034335,0.31489897,-0.6812079,0.27637354
81,/pendulum/57809818051108/accel/,fff,0.9970703,-0.0014648438,-0.13769531
81,/pendulum/57809818051108/gyro/,fff,3.4756098,0.6707317,2.012195
87,/pendulum/57809818051108/quat/,ffff,0.6003267,0.31490126,-0.6812222,0.27637178
88,/pendulum/57809818051108/accel/,fff,0.9975586,-0.0107421875,-0.12792969
88,/pendulum/57809818051108/gyro/,fff,3.4756098,0.6097561,2.012195
101,/pendulum/57809818051108/quat/,ffff,0.6003179,0.31488967,-0.6812295,0.2763862
102,/pendulum/57809818051108/accel/,fff,1.0039062,-0.0024414062,-0.12207031
102,/pendulum/57809818051108/gyro/,fff,3.4756098,0.6097561,1.9512196
118,/pendulum/57809818051108/quat/,ffff,0.6003219,0.31488228,-0.68122566,0.2763954
119,/pendulum/57809818051108/accel/,fff,0.99072266,4.8828125E-4,-0.123535156
119,/pendulum/57809818051108/gyro/,fff,3.4756098,0.6097561,2.012195
128,/pendulum/57809818051108/quat/,ffff,0.60032284,0.31487808,-0.6812247,0.2764005
129,/pendulum/57809818051108/accel/,fff,0.99072266,-0.001953125,-0.13134766
129,/pendulum/57809818051108/gyro/,fff,3.4756098,0.6097561,2.0731707
139,/pendulum/57809818051108/quat/,ffff,0.6003114,0.3148802,-0.6812315,0.27640617
139,/pendulum/57809818051108/accel/,fff,1.0039062,-0.00390625,-0.13085938
140,/pendulum/57809818051108/gyro/,fff,3.5975611,0.6097561,2.012195
140,/pendulum/57809818051108/quat/,ffff,0.60030556,0.3148778,-0.68123734,0.276407
140,/pendulum/57809818051108/accel/,fff,0.9897461,-0.0063476562,-0.13134766
140,/pendulum/57809818051108/gyro/,fff,3.4146342,0.6097561,1.8902439
174,/pendulum/57809818051108/quat/,ffff,0.6002983,0.31487057,-0.68124473,0.27641287
175,/pendulum/57809818051108/accel/,fff,0.99902344,-0.0043945312,-0.12207031
175,/pendulum/57809818051108/gyro/,fff,3.4146342,0.73170733,1.9512196
196,/pendulum/57809818051108/quat/,ffff,0.6003005,0.31486383,-0.6812395,0.27642858
196,/pendulum/57809818051108/accel/,fff,0.99365234,-0.00390625,-0.114746094
196,/pendulum/57809818051108/gyro/,fff,3.5975611,0.6707317,2.012195
197,/pendulum/57809818051108/quat/,ffff,0.60031563,0.31485552,-0.68122405,0.27644336
197,/pendulum/57809818051108/accel/,fff,1.0004883,-0.005859375,-0.12695312
197,/pendulum/57809818051108/gyro/,fff,3.5365853,0.73170733,1.8902439
197,/pendulum/57809818051108/quat/,ffff,0.60031164,0.3148456,-0.68122876,0.27645183
197,/pendulum/57809818051108/accel/,fff,1.0014648,9.765625E-4,-0.11376953
197,/pendulum/57809818051108/gyro/,fff,3.4146342,0.6097561,2.012195
197,/pendulum/57809818051108/quat/,ffff,0.60033053,0.3148358,-0.68121326,0.2764601
198,/pendulum/57809818051108/accel/,fff,0.98779297,-0.009765625,-0.11376953
198,/pendulum/57809818051108/gyro/,fff,3.4146342,0.6707317,2.012195
198,/pendulum/57809818051108/quat/,ffff,0.60033554,0.314816,-0.6812087,0.2764829
198,/pendulum/57809818051108/accel/,fff,0.9946289,0.0,-0.12451172
198,/pendulum/57809818051108/gyro/,fff,3.4756098,0.5487805,2.0731707
198,/pendulum/57809818051108/quat/,ffff,0.6003391,0.31481028,-0.6812054,0.27648973
198,/pendulum/57809818051108/accel/,fff,0.9980469,-0.0068359375,-0.12646484
198,/pendulum/57809818051108/gyro/,fff,3.4756098,0.73170733,2.0731707
198,/pendulum/57809818051108/quat/,ffff,0.6003383,0.31479782,-0.6812073,0.27650106
198,/pendulum/57809818051108/accel/,fff,0.99902344,-0.0029296875,-0.12597656
199,/pendulum/57809818051108/gyro/,fff,3.4146342,0.73170733,2.012195
205,/pendulum/57809818051108/quat/,ffff,0.6003372,0.31479007,-0.68120813,0.2765102
205,/pendulum/57809818051108/accel/,fff,1.0029297,4.8828125E-4,-0.12451172
205,/pendulum/57809818051108/gyro/,fff,3.4756098,0.6707317,2.0731707
222,/pendulum/57809818051108/quat/,ffff,0.6003423,0.314782,-0.68120646,0.27651247
222,/pendulum/57809818051108/accel/,fff,1.0024414,-9.765625E-4,-0.11816406
223,/pendulum/57809818051108/gyro/,fff,3.3536587,0.6707317,2.0731707
223,/pendulum/57809818051108/quat/,ffff,0.60035276,0.3147756,-0.6811955,0.27652416
223,/pendulum/57809818051108/accel/,fff,0.9951172,-0.001953125,-0.12695312
223,/pendulum/57809818051108/gyro/,fff,3.5365853,0.6707317,2.012195
228,/pendulum/57809818051108/quat/,ffff,0.6003491,0.31477574,-0.6811967,0.27652887
228,/pendulum/57809818051108/accel/,fff,1.0078125,-0.0048828125,-0.1352539
229,/pendulum/57809818051108/gyro/,fff,3.5365853,0.6097561,1.9512196
237,/pendulum/57809818051108/quat/,ffff,0.6003371,0.3147719,-0.68120694,0.27653408
238,/pendulum/57809818051108/accel/,fff,1.0014648,0.0014648438,-0.1171875
238,/pendulum/57809818051108/gyro/,fff,3.4756098,0.6707317,2.012195
246,/pendulum/57809818051108/quat/,ffff,0.6003552,0.31476417,-0.6811935,0.27653682
246,/pendulum/57809818051108/accel/,fff,0.9980469,-0.0043945312,-0.12792969
246,/pendulum/57809818051108/gyro/,fff,3.3536587,0.73170733,1.9512196
256,/pendulum/57809818051108/quat/,ffff,0.6003519,0.31475958,-0.6811958,0.27654332
256,/pendulum/57809818051108/accel/,fff,0.9975586,0.001953125,-0.12988281
256,/pendulum/57809818051108/gyro/,fff,3.4756098,0.6707317,1.9512196
264,/pendulum/57809818051108/quat/,ffff,0.6003474,0.31476218,-0.68119955,0.27654117
